giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
32,BTGCBUGC,11 CRISTANTE UNITED,home,4,1,W,87.5,532,2.0,2.0
32,11 CRISTANTE UNITED,BTGCBUGC,away,1,4,L,71.0,433,1.0,
32,PREMIER LEAGUE SLOPS,LABORATORIO DATI,home,4,0,W,88.0,442,1.0,2.0
32,LABORATORIO DATI,PREMIER LEAGUE SLOPS,away,0,4,L,63.5,433,0.5,
32,TEAM ZTOTTI,KKK,home,1,1,D,69.5,451,1.0,2.0
32,KKK,TEAM ZTOTTI,away,1,1,D,71.0,343,,
32,TEAM JODIODDR,CUORE LAZIALE,home,2,0,W,77.5,442,1.0,2.0
32,CUORE LAZIALE,TEAM JODIODDR,away,0,2,L,63.0,433,,
32,TEAM ASBOVE,U CAN U UP,home,0,0,D,62.5,442,,2.0
32,U CAN U UP,TEAM ASBOVE,away,0,0,D,61.5,343,,
33,CUORE LAZIALE,BTGCBUGC,home,1,1,D,71.0,433,1.0,2.0
33,BTGCBUGC,CUORE LAZIALE,away,1,1,D,69.5,442,1.0,
33,U CAN U UP,TEAM JODIODDR,home,0,2,L,62.5,433,,2.0
33,TEAM JODIODDR,U CAN U UP,away,2,0,W,72.5,442,,
33,LABORATORIO DATI,TEAM ZTOTTI,home,1,3,L,71.5,433,,2.0
33,TEAM ZTOTTI,LABORATORIO DATI,away,3,1,W,78.0,433,3.0,
33,KKK,TEAM ASBOVE,home,4,1,W,84.5,433,2.0,2.0
33,TEAM ASBOVE,KKK,away,1,4,L,66.0,442,,
33,11 CRISTANTE UNITED,PREMIER LEAGUE SLOPS,home,2,0,W,76.0,433,1.0,2.0
33,PREMIER LEAGUE SLOPS,11 CRISTANTE UNITED,away,0,2,L,59.0,541,1.0,
34,LABORATORIO DATI,11 CRISTANTE UNITED,home,1,1,D,69.0,433,1.0,2.0
34,11 CRISTANTE UNITED,LABORATORIO DATI,away,1,1,D,69.5,433,0.5,
34,TEAM JODIODDR,KKK,home,3,0,W,80.5,442,2.0,2.0
34,KKK,TEAM JODIODDR,away,0,3,L,65.0,433,0.5,
34,PREMIER LEAGUE SLOPS,CUORE LAZIALE,home,1,0,W,71.5,451,1.0,2.0
34,CUORE LAZIALE,PREMIER LEAGUE SLOPS,away,0,1,L,58.0,343,,
34,BTGCBUGC,U CAN U UP,home,4,2,W,85.5,433,0.5,2.0
34,U CAN U UP,BTGCBUGC,away,2,4,L,72.5,343,,
34,TEAM ZTOTTI,TEAM ASBOVE,home,2,4,L,73.5,433,2.0,2.0
34,TEAM ASBOVE,TEAM ZTOTTI,away,4,2,W,89.5,442,0.5,
35,TEAM ZTOTTI,11 CRISTANTE UNITED,home,3,0,W,79.0,433,2.0,2.0
35,11 CRISTANTE UNITED,TEAM ZTOTTI,away,0,3,L,62.5,433,,
35,CUORE LAZIALE,LABORATORIO DATI,home,1,1,D,68.5,433,0.5,2.0
35,LABORATORIO DATI,CUORE LAZIALE,away,1,1,D,66.5,433,1.0,
35,KKK,BTGCBUGC,home,2,3,L,76.0,433,0.5,2.0
35,BTGCBUGC,KKK,away,3,2,W,80.0,433,2.0,
35,TEAM ASBOVE,TEAM JODIODDR,home,2,1,W,74.5,442,0.5,2.0
35,TEAM JODIODDR,TEAM ASBOVE,away,1,2,L,70.5,442,0.5,
35,U CAN U UP,PREMIER LEAGUE SLOPS,home,2,1,W,74.0,343,,2.0
35,PREMIER LEAGUE SLOPS,U CAN U UP,away,1,2,L,71.5,442,1.0,
36,PREMIER LEAGUE SLOPS,KKK,home,1,1,D,70.5,442,1.0,2.0
36,KKK,PREMIER LEAGUE SLOPS,away,1,1,D,69.5,343,,
36,11 CRISTANTE UNITED,CUORE LAZIALE,home,1,0,W,71.0,433,,2.0
36,CUORE LAZIALE,11 CRISTANTE UNITED,away,0,1,L,64.5,433,0.5,
36,TEAM JODIODDR,TEAM ZTOTTI,home,2,0,W,73.5,442,2.0,2.0
36,TEAM ZTOTTI,TEAM JODIODDR,away,0,2,L,64.5,343,,
36,LABORATORIO DATI,U CAN U UP,home,3,1,W,79.0,433,1.0,2.0
36,U CAN U UP,LABORATORIO DATI,away,1,3,L,68.0,433,,
36,BTGCBUGC,TEAM ASBOVE,home,3,0,W,81.0,433,0.5,2.0
36,TEAM ASBOVE,BTGCBUGC,away,0,3,L,57.5,433,,
