giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
8,ROMAN EMPIRE,AVIOD RELEGATION FOOTBALL CLUB,away,0,1,L,62.5,442,0.5,
8,THE GREAT BINGO,SOVEREIGN83,home,2,1,W,72.0,442,0.5,2.0
8,SOVEREIGN83,THE GREAT BINGO,away,1,2,L,67.0,433,2.0,
9,BATIGOAL,THE GREAT BINGO,home,0,2,L,64.0,343,,2.0
9,THE GREAT BINGO,BATIGOAL,away,2,0,W,73.5,442,,
9,ROMA SHENHUA SEMPRE,DTE,home,1,1,D,70.0,442,0.5,2.0
9,DTE,ROMA SHENHUA SEMPRE,away,1,1,D,69.5,433,1.0,
9,OWEN,AVIOD RELEGATION FOOTBALL CLUB,home,0,2,L,65.0,433,,2.0
9,AVIOD RELEGATION FOOTBALL CLUB,OWEN,away,2,0,W,76.5,442,1.0,
9,SOVEREIGN83,DELI-XUJUN,home,1,1,D,69.0,433,1.0,2.0
9,DELI-XUJUN,SOVEREIGN83,away,1,1,D,66.5,442,0.5,
9,ROMAN EMPIRE,TEAM PC,home,1,0,W,67.0,442,0.5,2.0
9,TEAM PC,ROMAN EMPIRE,away,0,1,L,63.5,433,,
10,SOVEREIGN83,DTE,home,1,2,L,71.5,433,,2.0
10,DTE,SOVEREIGN83,away,2,1,W,73.0,433,0.5,
10,BATIGOAL,DELI-XUJUN,home,2,2,D,74.5,433,0.5,2.0
10,DELI-XUJUN,BATIGOAL,away,2,2,D,75.5,442,1.0,
10,OWEN,ROMA SHENHUA SEMPRE,home,1,2,L,71.0,442,0.5,2.0
10,ROMA SHENHUA SEMPRE,OWEN,away,2,1,W,74.5,442,,
10,AVIOD RELEGATION FOOTBALL CLUB,TEAM PC,home,2,0,W,76.0,433,0.5,2.0
10,TEAM PC,AVIOD RELEGATION FOOTBALL CLUB,away,0,2,L,63.0,433,1.0,
10,ROMAN EMPIRE,THE GREAT BINGO,home,1,1,D,71.0,442,1.0,2.0
10,THE GREAT BINGO,ROMAN EMPIRE,away,1,1,D,67.0,442,0.5,
11,DTE,BATIGOAL,home,2,1,W,74.0,343,,2.0
11,BATIGOAL,DTE,away,1,2,L,71.5,343,,
11,THE GREAT BINGO,AVIOD RELEGATION FOOTBALL CLUB,home,2,2,D,73.0,433,0.5,2.0
11,AVIOD RELEGATION FOOTBALL CLUB,THE GREAT BINGO,away,2,2,D,77.0,433,2.0,
11,TEAM PC,OWEN,home,1,3,L,68.5,433,0.5,2.0
11,OWEN,TEAM PC,away,3,1,W,81.0,442,1.0,
11,ROMA SHENHUA SEMPRE,SOVEREIGN83,home,2,1,W,73.0,343,,2.0
11,SOVEREIGN83,ROMA SHENHUA SEMPRE,away,1,2,L,67.0,433,2.0,
11,DELI-XUJUN,ROMAN EMPIRE,home,1,1,D,69.0,442,1.0,2.0
11,ROMAN EMPIRE,DELI-XUJUN,away,1,1,D,69.0,442,2.0,
12,ROMAN EMPIRE,DTE,home,2,0,W,73.0,451,1.0,2.0
12,DTE,ROMAN EMPIRE,away,0,2,L,63.5,343,,
12,AVIOD RELEGATION FOOTBALL CLUB,DELI-XUJUN,home,2,0,W,73.0,433,1.0,2.0
12,DELI-XUJUN,AVIOD RELEGATION FOOTBALL CLUB,away,0,2,L,63.5,442,0.5,
12,BATIGOAL,ROMA SHENHUA SEMPRE,home,2,1,W,72.5,433,,2.0
12,ROMA SHENHUA SEMPRE,BATIGOAL,away,1,2,L,68.5,442,0.5,
12,OWEN,SOVEREIGN83,home,2,1,W,74.5,442,0.5,2.0
12,SOVEREIGN83,OWEN,away,1,2,L,70.5,433,,
12,TEAM PC,THE GREAT BINGO,home,2,0,W,74.5,433,2.0,2.0
12,THE GREAT BINGO,TEAM PC,away,0,2,L,59.5,343,,
13,SOVEREIGN83,BATIGOAL,home,1,1,D,71.5,343,,2.0
13,BATIGOAL,SOVEREIGN83,away,1,1,D,66.0,433,0.5,
13,DELI-XUJUN,TEAM PC,home,1,1,D,70.0,442,1.0,2.0
13,TEAM PC,DELI-XUJUN,away,1,1,D,70.5,433,0.5,
13,DTE,AVIOD RELEGATION FOOTBALL CLUB,home,0,3,L,63.5,433,0.5,2.0
13,AVIOD RELEGATION FOOTBALL CLUB,DTE,away,3,0,W,78.0,433,1.0,
13,THE GREAT BINGO,OWEN,home,0,1,L,63.0,343,,2.0
13,OWEN,THE GREAT BINGO,away,1,0,W,69.0,442,1.0,
13,ROMA SHENHUA SEMPRE,ROMAN EMPIRE,home,0,0,D,64.0,442,,2.0
13,ROMAN EMPIRE,ROMA SHENHUA SEMPRE,away,0,0,D,64.5,451,2.0,
14,TEAM PC,DTE,home,0,3,L,63.5,433,1.0,2.0
14,DTE,TEAM PC,away,3,0,W,82.0,433,2.0,
14,THE GREAT BINGO,DELI-XUJUN,home,1,1,D,71.0,343,,2.0
14,DELI-XUJUN,THE GREAT BINGO,away,1,1,D,67.0,442,1.0,
14,OWEN,BATIGOAL,home,3,1,W,82.5,442,0.5,2.0
14,BATIGOAL,OWEN,away,1,3,L,71.5,433,0.5,
14,AVIOD RELEGATION FOOTBALL CLUB,ROMA SHENHUA SEMPRE,home,0,0,D,62.0,433,0.5,2.0
14,ROMA SHENHUA SEMPRE,AVIOD RELEGATION FOOTBALL CLUB,away,0,0,D,63.0,343,,
