giornata,team,opponent,side,score_for,score_against,result,totale,module,modificatore_difesa,fattore_campo
13,TIGER REBELS,BOVE,home,1,0,W,69.5,442,0.5,2.0
13,BOVE,TIGER REBELS,away,0,1,L,62.5,433,1.0,
13,FANTA GPT,KKK,home,1,1,D,66.0,442,0.5,2.0
13,KKK,FANTA GPT,away,1,1,D,69.0,343,,
14,DARTH VADER,TEAM ASRSUPERJULIAN,home,2,2,D,73.5,442,1.0,2.0
14,TEAM ASRSUPERJULIAN,DARTH VADER,away,2,2,D,74.5,433,1.0,
14,ETHANANITA,FANTA GPT,home,1,0,W,71.5,343,,2.0
14,FANTA GPT,ETHANANITA,away,0,1,L,64.5,343,,
14,VENI VIDI VICI,BOVE,home,2,4,L,76.0,343,,2.0
14,BOVE,VENI VIDI VICI,away,4,2,W,89.5,433,2.0,
14,WINNING MOMENT,KKK,home,0,1,L,64.0,352,,2.0
14,KKK,WINNING MOMENT,away,1,0,W,67.0,343,,
14,BJ EASTONE FC,TIGER REBELS,home,1,0,W,69.5,352,,2.0
14,TIGER REBELS,BJ EASTONE FC,away,0,1,L,64.0,442,1.0,
15,KKK,TEAM ASRSUPERJULIAN,home,4,1,W,88.0,343,,2.0
15,TEAM ASRSUPERJULIAN,KKK,away,1,4,L,67.5,433,2.0,
15,FANTA GPT,DARTH VADER,home,0,1,L,60.5,343,,2.0
15,DARTH VADER,FANTA GPT,away,1,0,W,70.5,442,0.5,
15,TIGER REBELS,ETHANANITA,home,1,2,L,68.0,442,,2.0
15,ETHANANITA,TIGER REBELS,away,2,1,W,75.0,343,,
15,BOVE,WINNING MOMENT,home,1,2,L,70.0,433,1.0,2.0
15,WINNING MOMENT,BOVE,away,2,1,W,73.5,352,,
15,VENI VIDI VICI,BJ EASTONE FC,home,1,3,L,67.5,343,,2.0
15,BJ EASTONE FC,VENI VIDI VICI,away,3,1,W,81.5,451,1.0,
16,TEAM ASRSUPERJULIAN,VENI VIDI VICI,home,1,2,L,70.5,433,1.0,2.0
16,VENI VIDI VICI,TEAM ASRSUPERJULIAN,away,2,1,W,77.0,343,,
16,BOVE,KKK,home,3,1,W,83.0,343,,2.0
16,KKK,BOVE,away,1,3,L,66.0,343,,
16,ETHANANITA,DARTH VADER,home,3,2,W,79.5,541,2.0,2.0
16,DARTH VADER,ETHANANITA,away,2,3,L,72.0,343,,
16,WINNING MOMENT,TIGER REBELS,home,1,0,W,67.5,451,,2.0
16,TIGER REBELS,WINNING MOMENT,away,0,1,L,64.5,442,,
16,BJ EASTONE FC,FANTA GPT,home,1,2,L,70.5,451,1.0,2.0
16,FANTA GPT,BJ EASTONE FC,away,2,1,W,77.0,433,0.5,
17,DARTH VADER,TIGER REBELS,home,2,2,D,73.0,343,,2.0
17,TIGER REBELS,DARTH VADER,away,2,2,D,75.0,442,0.5,
